,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
703,CHEMBL388515,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ccnn2)cc1,active,303.3,2.740360000000001,0.0,5.0,7.0195421077238995
704,CHEMBL225550,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2cncn2)cc1,active,303.3,2.740360000000001,0.0,5.0,7.209292712672321
705,CHEMBL224462,CCC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,active,313.36400000000003,3.2233600000000013,0.0,5.0,7.0295136511523495
706,CHEMBL388187,CC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,active,299.33700000000005,2.83326,0.0,5.0,7.359021942641668
707,CHEMBL223555,N#Cc1ccc(C(=C2CCCCC2)n2cncn2)cc1,active,264.33199999999994,3.373280000000001,0.0,4.0,7.0195421077238995
708,CHEMBL223554,N#Cc1ccc(C(c2ccc(C#N)cc2)c2cccnc2)cc1,active,295.34499999999997,4.005160000000003,0.0,3.0,7.229295231784221
709,CHEMBL223452,N#Cc1ccc(C(c2ccc(C#N)cc2)c2cncnc2)cc1,active,296.33299999999997,3.4001600000000014,0.0,4.0,6.5398541825082495
710,CHEMBL224790,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ncnn2)cc1,active,286.298,2.0541599999999995,0.0,6.0,8.232547281902226
711,CHEMBL224789,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnn2)cc1,active,285.31,2.65916,0.0,5.0,7.239276027858049
712,CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active,285.31,2.65916,0.0,5.0,7.279179418229656
713,CHEMBL225053,N#Cc1ccc(C2(n3ccnc3)CCCC2)cc1,active,237.30599999999995,3.0723800000000017,0.0,3.0,7.4288737229156885
714,CHEMBL225128,CC(C)(c1ccc(C#N)cc1)n1ccnc1,active,211.26800000000003,2.5381800000000005,0.0,3.0,7.0195421077238995
715,CHEMBL13784,O=[N+]([O-])c1ccc(Cn2ccnc2)cc1,active,203.20100000000002,1.8396,0.0,4.0,7.548520594875138
716,CHEMBL223176,O=C(c1ccccc1)c1ccc(Cn2ccnc2)cc1,active,262.312,3.1624000000000008,0.0,3.0,7.319120825573189
717,CHEMBL211207,Brc1ccc(Cn2ccnc2)cc1,active,237.1,2.6939,0.0,2.0,6.469877174880029
719,CHEMBL374934,N#Cc1ccccc1Cn1ccnc1,active,183.214,1.80308,0.0,3.0,7.319120825573189
720,CHEMBL224391,Cc1oc2c(C#N)ccc(Cn3ccnc3)c2c1C,active,251.289,3.166120000000001,0.0,4.0,7.73754891026957
721,CHEMBL375043,N#Cc1ccc(Cn2ccnc2)c2ccccc12,active,233.27400000000003,2.9562800000000014,0.0,3.0,7.956244873031321
724,CHEMBL225497,COc1cc2c(cc1Br)CC[C@H]1[C@H](c3ccncc3)[C@@H]21,active,330.22499999999997,4.296100000000004,0.0,2.0,6.0299554681880805
725,CHEMBL2096872,COc1ccc2c(c1)[C@@H]1[C@H](CC2)[C@H]1c1ccncc1,inactive,251.32899999999998,3.5336000000000016,0.0,2.0,4.999995657076895
726,CHEMBL223717,COc1ccc2c(c1)[C@H]1[C@@H](CC2)[C@@H]1c1ccncc1,active,251.32899999999998,3.5336000000000016,0.0,2.0,7.518557371497695
727,CHEMBL519436,Cn1nnc2ccc([C@@H](c3ccc(Cl)cc3)n3cncn3)cc21,active,324.77500000000003,2.8509,0.0,6.0,8.38923340522673
728,CHEMBL224060,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,active,324.77500000000003,2.8509,0.0,6.0,8.820161071976813
729,CHEMBL389433,Clc1cccc(C(c2ccc3[nH]cnc3c2)n2ccnc2)c1,active,308.77200000000005,4.050500000000003,1.0,3.0,7.349012905616555
730,CHEMBL229944,COCOc1ccc(C(=O)/C=C/c2ccc(OCOC)c(CC=C(C)C)c2)c(O)c1,inactive,412.4820000000002,4.762400000000006,1.0,6.0,3.6154672053413983
731,CHEMBL228985,COc1ccc2c(c1)OC(c1ccc(OCC=C(C)C)cc1)CC2=O,inactive,338.4030000000001,4.746700000000004,0.0,4.0,4.54287385783717
732,CHEMBL390364,COc1ccc(C(=O)/C=C/c2ccc(OCC=C(C)C)cc2)c(O)c1,inactive,338.403,4.641900000000005,1.0,4.0,3.5663899966562367
734,CHEMBL229907,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive,284.311,3.305500000000002,1.0,4.0,3.4538275081987186
736,CHEMBL229905,COc1ccc(C(=O)/C=C/c2cccc(CC=C(C)C)c2)c(O)c1,inactive,322.40400000000005,4.8056000000000045,1.0,3.0,3.508358066517768
737,CHEMBL1162951,COc1ccc(C2CC(=O)c3ccccc3O2)cc1CC=C(C)C,inactive,322.4040000000001,4.9104000000000045,0.0,3.0,4.917211040487787
738,CHEMBL388375,COc1ccc(/C=C/C(O)c2ccccc2O)cc1CC=C(C)C,inactive,324.42000000000013,4.656300000000003,2.0,3.0,3.5084000699359437
740,CHEMBL229633,COc1ccc(C(=O)/C=C/c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,352.43000000000006,4.814200000000005,1.0,4.0,3.547063976743524
742,CHEMBL229841,COc1ccc(C(=O)/C=C/c2ccc(O)c(CC=C(C)C)c2)c(O)c1,inactive,338.4030000000001,4.511200000000004,2.0,4.0,3.529442367813383
743,CHEMBL229790,COCOc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1CC=C(C)C,inactive,382.45600000000013,4.893100000000005,0.0,5.0,4.599632999149591
744,CHEMBL390731,COCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1CC=C(C)C,inactive,382.45600000000013,4.788300000000004,1.0,5.0,3.582528140718543
746,CHEMBL389925,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1CC=C(C)C,inactive,338.40300000000013,4.511200000000003,2.0,4.0,4.081235445347429
748,CHEMBL229893,COCOc1ccc(C(=O)/C=C/c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,382.45600000000013,4.788300000000006,1.0,5.0,3.582528140718543
749,CHEMBL558103,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)ccc1O,inactive,324.37600000000003,4.313000000000004,2.0,4.0,4.387745033356672
750,CHEMBL229885,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,inactive,324.37600000000003,4.208200000000005,3.0,4.0,3.5110263344060213
751,CHEMBL229945,COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,inactive,412.48200000000026,4.867200000000005,0.0,6.0,4.8554226791794495
752,CHEMBL229094,COc1ccc(C(=O)CC(O)c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,inactive,370.44500000000016,4.224500000000004,2.0,5.0,4.262250131716483
753,CHEMBL229861,CC[C@H]1[C@@H]2[C@@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,inactive,319.79200000000003,2.6739000000000006,1.0,3.0,3.9999995657057354
754,CHEMBL226999,N#Cc1ccc(N(Cc2ccc(C(F)(F)F)c(O)c2)n2cnnc2)cc1,active,359.311,3.3440800000000017,1.0,6.0,9.301029995663981
755,CHEMBL388093,COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1O,active,321.3400000000001,2.33388,1.0,7.0,8.886056647693163
756,CHEMBL226947,N#Cc1ccc(N(Cc2ccc(Br)c(O)c2)n2cnnc2)cc1,active,370.21000000000004,3.0877800000000013,1.0,6.0,9.221848749616356
757,CHEMBL226946,N#Cc1ccc(N(Cc2ccc(Cl)c(O)c2)n2cnnc2)cc1,active,325.759,2.9786800000000015,1.0,6.0,9.55284196865778
758,CHEMBL390079,N#Cc1ccc(N(Cc2ccc(F)c(O)c2)n2cnnc2)cc1,active,309.30400000000003,2.4643800000000002,1.0,6.0,9.154901959985743
759,CHEMBL390078,N#Cc1ccc(N(Cc2cccc(O)c2)n2cnnc2)cc1,active,291.314,2.3252799999999993,1.0,6.0,8.537602002101044
760,CHEMBL226945,COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1OS(N)(=O)=O,active,400.4200000000002,1.2105799999999998,1.0,9.0,7.91721462968355
761,CHEMBL226893,N#Cc1ccc(N(Cc2ccc(Br)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,449.29000000000013,1.9644799999999993,1.0,8.0,8.397940008672037
762,CHEMBL390077,N#Cc1ccc(N(Cc2ccc(Cl)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,404.8390000000001,1.85538,1.0,8.0,8.991399828238082
763,CHEMBL226892,N#Cc1ccc(N(Cc2ccc(F)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,active,388.38400000000007,1.34108,1.0,8.0,9.060480747381382
764,CHEMBL226891,N#Cc1ccc(N(Cc2c(F)c(F)c(O)c(F)c2F)n2cnnc2)cc1,active,363.274,2.881680000000001,1.0,6.0,6.798329820353419
765,CHEMBL226843,N#Cc1ccc(N(Cc2cc(Cl)c(O)c(Cl)c2)n2cnnc2)cc1,active,360.204,3.632080000000002,1.0,6.0,8.113509274827518
766,CHEMBL388507,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1O,active,355.7850000000001,2.9872800000000024,1.0,7.0,9.214670164989233
767,CHEMBL226842,N#Cc1ccc(N(Cc2ccc(O)c(C(F)(F)F)c2)n2cnnc2)cc1,active,359.311,3.3440800000000017,1.0,6.0,9.008773924307505
768,CHEMBL226841,N#Cc1ccc(N(Cc2ccc(O)c(C#N)c2)n2cnnc2)cc1,active,316.324,2.19696,1.0,7.0,7.617982957425132
769,CHEMBL226791,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1O,active,321.3400000000001,2.333880000000001,1.0,7.0,8.537602002101044
770,CHEMBL226790,N#Cc1ccc(N(Cc2ccc(O)c(I)c2)n2cnnc2)cc1,active,417.21000000000004,2.9298800000000016,1.0,6.0,9.366531544420413
771,CHEMBL388506,N#Cc1ccc(N(Cc2ccc(O)c(Br)c2)n2cnnc2)cc1,active,370.21000000000004,3.087780000000002,1.0,6.0,8.920818753952375
772,CHEMBL226789,N#Cc1ccc(N(Cc2ccc(O)c(Cl)c2)n2cnnc2)cc1,active,325.759,2.9786800000000015,1.0,6.0,8.585026652029182
773,CHEMBL226738,N#Cc1ccc(N(Cc2ccc(O)c(F)c2)n2cnnc2)cc1,active,309.30400000000003,2.4643800000000002,1.0,6.0,8.522878745280337
774,CHEMBL388291,N#Cc1ccc(N(Cc2ccc(O)cc2)n2cnnc2)cc1,active,291.314,2.3252800000000002,1.0,6.0,7.636388020107856
775,CHEMBL390717,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1OS(N)(=O)=O,active,434.8650000000002,1.86398,1.0,9.0,8.522878745280337
776,CHEMBL226737,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(C#N)c2)n2cnnc2)cc1,active,395.40400000000005,1.0736600000000003,1.0,9.0,7.567030709125595
777,CHEMBL226736,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1OS(N)(=O)=O,active,400.4200000000002,1.21058,1.0,9.0,7.375717904164332
778,CHEMBL390496,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(I)c2)n2cnnc2)cc1,active,496.29,1.80658,1.0,8.0,8.795880017344075
779,CHEMBL244795,O=C(c1ccccc1)c1ccccc1Cn1ccnc1,active,262.312,3.1624000000000008,0.0,3.0,6.251734427331259
780,CHEMBL242454,O=C(c1ccccc1)c1cc(Br)ccc1Cn1ccnc1,active,341.2080000000001,3.9249000000000027,0.0,3.0,6.397831448621003
781,CHEMBL243756,O=C(c1ccc(-c2ccccc2)cc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,active,383.4070000000001,4.737600000000004,0.0,5.0,7.749579997691106
782,CHEMBL243755,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,active,307.30899999999997,3.0706000000000007,0.0,5.0,7.585026652029182
783,CHEMBL388930,O=C(c1ccccc1)c1cc(Cn2ccnc2)ccc1[N+](=O)[O-],active,307.3090000000001,3.0706000000000016,0.0,5.0,7.507239610973162
784,CHEMBL243961,O=C(c1ccc(-c2ccccc2)cc1)c1cccc(Cn2ccnc2)c1,active,338.4100000000001,4.829400000000004,0.0,3.0,8.267606240177031
785,CHEMBL243960,O=C(c1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccnc1,active,338.4100000000001,4.829400000000004,0.0,3.0,6.5848596478041275
786,CHEMBL397728,O=C(c1ccccc1)c1cccc(Cn2ccnc2)c1,active,262.312,3.1624000000000008,0.0,3.0,8.130768280269024
789,CHEMBL256665,O=C1CC(c2ccc(O)cc2)Oc2c1ccc1ccccc21,active,290.31800000000004,4.251900000000003,1.0,3.0,6.200590520384873
790,CHEMBL439241,O=C1CC(c2cccc(O)c2)Oc2c1ccc1ccccc21,active,290.31800000000004,4.251900000000003,1.0,3.0,6.214598975007612
797,CHEMBL271794,CN(c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1OCc1ccccc1)S(C)(=O)=O,active,486.59300000000025,5.5807000000000055,1.0,4.0,6.920456992597094
799,CHEMBL409271,CN(c1ccc(NC(=O)c2ccc(C#N)cc2)cc1OCc1ccccc1)S(C)(=O)=O,active,435.50500000000017,3.7853800000000026,1.0,5.0,6.356448631437055
800,CHEMBL270915,CN(c1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1OCc1ccccc1)S(C)(=O)=O,active,489.93700000000024,4.475300000000004,1.0,6.0,6.161087972594001
801,CHEMBL271129,CN(c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1OCc1ccccc1)S(C)(=O)=O,active,479.3850000000002,5.220500000000005,1.0,4.0,6.161087972594001
802,CHEMBL270917,CN(c1ccc(NC(=O)C2CCCCC2)cc1OCc1ccccc1)S(C)(=O)=O,active,416.54300000000006,4.180200000000004,1.0,4.0,6.601886308269497
804,CHEMBL272456,CC(=O)Nc1ccc(N(C)S(C)(=O)=O)c(OCc2ccccc2)c1,inactive,348.42400000000004,2.6198000000000006,1.0,4.0,4.778061794933967
806,CHEMBL272464,Cc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,inactive,398.44000000000017,4.283020000000003,1.0,5.0,4.760197681304014
808,CHEMBL270488,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(-c2ccccc2)cc1,inactive,424.4560000000001,6.093100000000004,1.0,4.0,4.602058254153509
809,CHEMBL269877,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc2ccccc2c1,inactive,398.41800000000006,5.5793000000000035,1.0,4.0,4.602058254153509
810,CHEMBL407092,N#Cc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,inactive,373.3680000000001,4.297780000000002,1.0,5.0,4.602058254153509
811,CHEMBL273049,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(Cl)c(Cl)c1,inactive,417.24800000000005,5.7329000000000025,1.0,4.0,4.602058254153509
812,CHEMBL260098,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(Cl)c([N+](=O)[O-])c1,inactive,427.80000000000007,4.987700000000003,1.0,6.0,4.602058254153509
813,CHEMBL270301,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1cccc([N+](=O)[O-])c1,inactive,393.3550000000001,4.3343000000000025,1.0,6.0,4.602058254153509
814,CHEMBL409448,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc([N+](=O)[O-])cc1,inactive,393.3550000000001,4.3343000000000025,1.0,6.0,4.602058254153509
816,CHEMBL260955,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)C1CCCCC1,inactive,354.4060000000002,4.692600000000004,1.0,4.0,4.602058254153509
817,CHEMBL407953,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccccc1,inactive,348.358,4.426100000000003,1.0,4.0,4.602058254153509
820,CHEMBL436515,CN(c1ccc([N+](=O)[O-])cc1OCCc1ccccc1)S(C)(=O)=O,active,350.3960000000001,2.6121000000000008,0.0,5.0,6.283913146225168
821,CHEMBL374651,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCCc1ccccc1,active,336.3690000000001,2.5878000000000005,1.0,5.0,6.638083381331357
822,CHEMBL373377,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1)S(C)(=O)=O,active,412.4670000000001,4.236600000000005,0.0,5.0,6.18701983396052
823,CHEMBL426541,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1,active,398.4400000000001,4.212300000000003,1.0,5.0,6.07052998382251
824,CHEMBL220793,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1)S(C)(=O)=O,active,415.26500000000004,3.3321000000000023,0.0,5.0,6.481354475669688
827,CHEMBL220774,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1,active,356.78700000000003,3.1987000000000014,1.0,5.0,6.537452271197336
828,CHEMBL373427,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1,active,340.33200000000005,2.684400000000001,1.0,5.0,6.236497134532403
830,CHEMBL224037,COc1ccc(COc2cc([N+](=O)[O-])ccc2N(C)S(C)(=O)=O)cc1,active,366.3950000000001,2.5782000000000007,0.0,6.0,6.327809748811747
833,CHEMBL223162,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1,active,398.4400000000001,4.212300000000003,1.0,5.0,6.5848596478041275
835,CHEMBL223109,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc([N+](=O)[O-])cc1,active,367.3390000000001,2.4535,1.0,7.0,6.397831448621003
837,CHEMBL220886,Cc1ccc(C)c(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)c1,active,350.3960000000001,3.162140000000001,1.0,5.0,6.431680914904888
838,CHEMBL3084324,COc1ccc([C@](O)(c2cccnc2)c2cc3ccc(OC)cc3o2)cc1,active,361.39700000000016,4.129200000000003,1.0,5.0,6.795608668080701
840,CHEMBL465435,O=c1ccc2c(o1)CCCC2,active,150.177,1.5186000000000002,0.0,2.0,7.396855627379818
841,CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,active,228.247,2.9738000000000016,3.0,3.0,7.396855627379818
842,CHEMBL442813,CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,active,246.26199999999997,1.8673999999999997,1.0,4.0,7.396855627379818
843,CHEMBL227113,CC1(C)C[C@H](O)C[C@@]2(C)OC(=O)C=C12,active,196.24599999999998,1.4092,1.0,3.0,7.396855627379818
844,CHEMBL512578,Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,active,242.23,3.2165999999999997,3.0,4.0,7.396855627379818
845,CHEMBL463435,COc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1CC=C(C)C,active,324.3760000000001,5.028300000000002,2.0,4.0,7.396855627379818
846,CHEMBL463241,CC1(C)C=Cc2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O1,active,308.333,4.695200000000004,2.0,4.0,7.396855627379818
847,CHEMBL394855,O=C(/C=C/c1ccc(O)cc1O)c1ccc(O)cc1O,active,272.256,2.4051000000000005,4.0,5.0,7.396855627379818
848,CHEMBL253467,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,active,324.37600000000003,4.208200000000004,3.0,4.0,7.396855627379818
849,CHEMBL464428,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)cc2)c(O)cc1O,active,324.3760000000001,4.208200000000005,3.0,4.0,7.396855627379818
850,CHEMBL115452,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,active,340.37500000000006,3.913800000000004,4.0,5.0,7.396855627379818
851,CHEMBL465845,COc1ccc(CCCc2ccc(O)c(OC)c2)c(OC)c1,active,302.37000000000006,3.593300000000002,1.0,4.0,7.396855627379818
852,CHEMBL464472,COc1ccc(CCCc2ccc(OC)c(O)c2)c(O)c1,active,288.343,3.290300000000002,2.0,4.0,7.396855627379818
853,CHEMBL463454,COc1cc(O)ccc1CCCc1ccc(O)cc1,active,258.31699999999995,3.2817000000000016,2.0,3.0,7.396855627379818
854,CHEMBL463453,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2O)[C@H]1O,active,304.254,1.1862999999999995,5.0,7.0,7.396855627379818
855,CHEMBL463452,CC(C)=CCc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,active,370.3570000000001,3.4967000000000033,5.0,7.0,7.396855627379818
856,CHEMBL9323,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,active,288.255,1.4806999999999992,4.0,6.0,7.396855627379818
857,CHEMBL469444,CC(C)=CCc1cc2c(cc1O)O[C@H](c1ccc(O)cc1)CC2=O,active,324.3760000000001,4.313000000000002,2.0,4.0,7.396855627379818
858,CHEMBL463256,CC(C)=CCc1cc([C@H]2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)[C@@H]2O)ccc1O,active,424.4930000000001,4.498100000000007,4.0,6.0,7.396855627379818
859,CHEMBL463168,Oc1ccc([C@@H]2CCc3ccc(O)cc3O2)cc1,active,242.27400000000003,3.164100000000002,2.0,3.0,7.396855627379818
860,CHEMBL463255,COc1cc(O)c2c(c1CC=C(C)C)O[C@H](c1ccc(O)cc1O)CC2,active,356.4180000000001,4.387000000000003,3.0,5.0,7.396855627379818
861,CHEMBL463254,COc1cc(O)ccc1CCCc1ccc(O)c(CC=C(C)C)c1,active,326.43600000000004,4.790400000000004,2.0,3.0,7.396855627379818
862,CHEMBL457263,CC(C)=CCc1c(O)ccc(CCCc2ccc(O)cc2)c1O,active,312.409,4.4874000000000045,3.0,3.0,7.396855627379818
863,CHEMBL453448,Oc1ccc(CCCc2ccc(O)cc2O)cc1,active,244.29000000000005,2.9787000000000017,3.0,3.0,7.396855627379818
864,CHEMBL456062,CC(C)=CCc1cc([C@@H]2CCc3ccc(O)cc3O2)ccc1O,active,310.393,4.672800000000005,2.0,3.0,7.396855627379818
865,CHEMBL457262,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c2c1=O,active,452.5030000000003,5.526200000000005,4.0,7.0,7.396855627379818
866,CHEMBL457261,CC(C)=CCC/C(C)=C/Cc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,active,438.47600000000017,5.223200000000007,5.0,7.0,7.396855627379818
868,CHEMBL465881,CC(C)=CCc1cc2cc(-c3cc(O)cc(O)c3)oc2cc1O,inactive,310.34900000000005,4.725300000000005,3.0,4.0,4.507238214530128
870,CHEMBL465879,COc1ccc(CCCc2ccc(O)cc2)c(O)c1,inactive,258.317,3.2817000000000016,2.0,3.0,4.522877297634477
871,CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,inactive,272.25600000000003,2.5099000000000014,3.0,5.0,4.769548523955817
875,CHEMBL457680,CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,active,340.37500000000006,4.018600000000004,3.0,5.0,6.397831448621003
876,CHEMBL457679,CC(C)=CCc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,active,354.35800000000006,3.7911000000000032,4.0,6.0,6.999565922520682
877,CHEMBL457678,CC(C)(O)C1Cc2c(ccc3c2O[C@H](c2ccc(O)cc2O)CC3=O)O1,active,356.37400000000014,2.878700000000001,3.0,6.0,6.999565922520682
878,CHEMBL458188,CC(C)=CCc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,inactive,310.34900000000005,4.725300000000005,3.0,4.0,4.507238214530128
879,CHEMBL514745,C/C(=C\Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2O)c1O)COC(=O)/C=C/c1ccc(O)cc1,active,502.51900000000023,4.856100000000006,5.0,8.0,6.300943145452332
881,CHEMBL458187,CC(C)=CCC/C(C)=C/Cc1c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c2c1=O,inactive,422.47700000000015,5.517600000000007,4.0,6.0,4.619786948731822
882,CHEMBL169,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,456.7110000000003,7.089500000000009,2.0,2.0,4.4948486645119585
883,CHEMBL487887,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,454.69500000000033,7.297700000000009,1.0,2.0,3.3010299088050936
884,CHEMBL264924,C[C@H]1[C@H](C)CC[C@]2(C(=O)NCCCN3CCN(CCCN)CC3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,639.0260000000002,6.477600000000008,3.0,5.0,3.3010299088050936
885,CHEMBL270215,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCCN5CCN(CCCN)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,inactive,681.063,7.048400000000007,2.0,6.0,3.3010299088050936
886,CHEMBL454421,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)NC(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,469.7100000000003,6.597200000000007,2.0,2.0,3.3010299088050936
887,CHEMBL486853,C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)O)CC[C@]32C)[C@@]1(C)CCC#N,inactive,451.6950000000004,7.788480000000009,1.0,2.0,3.3010299088050936
888,CHEMBL487888,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC/C(=N\O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,469.7100000000003,7.558800000000009,2.0,3.0,3.3010299088050936
889,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive,270.24,2.576800000000001,3.0,5.0,4.999995657076895
890,CHEMBL410525,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,active,498.7480000000005,7.660300000000009,1.0,3.0,7.368556230986828
891,CHEMBL459502,COc1ccc(C(Cn2ccnc2)Sc2ccc(Cl)c(Cl)c2)cc1,active,379.3120000000001,5.7321000000000035,0.0,4.0,7.600326278518962
892,CHEMBL459503,Oc1cc2c(cc1C(c1ccc3c(c1)OCO3)n1ccnc1)OCO2,active,338.3190000000001,2.6838000000000006,1.0,7.0,7.6020599913279625
893,CHEMBL513615,Oc1cc2c(cc1C(c1ccc(F)cc1)n1ccnc1)OCO2,active,312.30000000000007,3.0942000000000025,1.0,5.0,8.267606240177031
